Reportable name	Marker	Laboratory	Cell Subtype
%CTLA4 in CD8	CD152	Internal	Lymphocyte T, CD8-positive
%ICOS in CD16	CD278	Internal	Natural killer cell
%ICOS in CD16	CD278	Internal	Natural killer cell
%ICOS in CD16	CD278	Internal	Natural killer cell
%ICOS in CD16	CD278	Internal	Natural killer cell
%ICOS in CD16	CD278	Internal	Natural killer cell
%ICOS in CD16	CD278	Internal	Natural killer cell
%ICOS in CD16	CD278	Internal	Natural killer cell
%ICOS in CD16	CD278	Internal	Natural killer cell
%OX40 in CD16	CD134	Internal	Natural killer cell
%OX40 in CD16	CD134	Internal	Natural killer cell
%OX40 in CD16	CD134	Internal	Natural killer cell
%OX40 in CD16	CD134	Internal	Natural killer cell
%OX40 in CD16	CD134	Internal	Natural killer cell
%OX40 in CD16	CD134	Internal	Natural killer cell
%OX40 in CD16	CD134	Internal	Natural killer cell
%OX40 in CD16	CD134	Internal	Natural killer cell
%4-1BB in CD16	CD137	Internal	Natural killer cell
%4-1BB in CD16	CD137	Internal	Natural killer cell
%4-1BB in CD16	CD137	Internal	Natural killer cell
%4-1BB in CD16	CD137	Internal	Natural killer cell
%4-1BB in CD16	CD137	Internal	Natural killer cell
%4-1BB in CD16	CD137	Internal	Natural killer cell
%4-1BB in CD16	CD137	Internal	Natural killer cell
%4-1BB in CD16	CD137	Internal	Natural killer cell
%CD25 in CD16	CD25	Internal	Natural killer cell
%CD25 in CD16	CD25	Internal	Natural killer cell
%CD25 in CD16	CD25	Internal	Natural killer cell
%CD25 in CD16	CD25	Internal	Natural killer cell
%CD25 in CD16	CD25	Internal	Natural killer cell
%CD25 in CD16	CD25	Internal	Natural killer cell
%CD25 in CD16	CD25	Internal	Natural killer cell
%CD25 in CD16	CD25	Internal	Natural killer cell
%PD-1 in CD16	CD279	Internal	Natural killer cell
%PD-1 in CD16	CD279	Internal	Natural killer cell
%PD-1 in CD16	CD279	Internal	Natural killer cell
%PD-1 in CD16	CD279	Internal	Natural killer cell
%PD-1 in CD16	CD279	Internal	Natural killer cell
%PD-1 in CD16	CD279	Internal	Natural killer cell
%PD-1 in CD16	CD279	Internal	Natural killer cell
%PD-1 in CD16	CD279	Internal	Natural killer cell
%TIM3 in CD16	CD366	Internal	Natural killer cell
%TIM3 in CD16	CD366	Internal	Natural killer cell
%TIM3 in CD16	CD366	Internal	Natural killer cell
%TIM3 in CD16	CD366	Internal	Natural killer cell
%TIM3 in CD16	CD366	Internal	Natural killer cell
%TIM3 in CD16	CD366	Internal	Natural killer cell
%TIM3 in CD16	CD366	Internal	Natural killer cell
%TIM3 in CD16	CD366	Internal	Natural killer cell
%CTLA4 in CD16	CD152	Internal	Natural killer cell
%CTLA4 in CD16	CD152	Internal	Natural killer cell
%CTLA4 in CD16	CD152	Internal	Natural killer cell
%CTLA4 in CD16	CD152	Internal	Natural killer cell
%CTLA4 in CD16	CD152	Internal	Natural killer cell
%CTLA4 in CD16	CD152	Internal	Natural killer cell
%CTLA4 in CD16	CD152	Internal	Natural killer cell
%CTLA4 in CD16	CD152	Internal	Natural killer cell
%ICOS in CD19	CD278	Internal	Lymphocyte B
%ICOS in CD19	CD278	Internal	Lymphocyte B
%OX40 in CD19	CD134	Internal	Lymphocyte B
%OX40 in CD19	CD134	Internal	Lymphocyte B
%4-1BB in CD19	CD137	Internal	Lymphocyte B
%4-1BB in CD19	CD137	Internal	Lymphocyte B
%CD25 in CD19	CD25	Internal	Lymphocyte B
%CD25 in CD19	CD25	Internal	Lymphocyte B
%PD-1 in CD19	CD279	Internal	Lymphocyte B
%PD-1 in CD19	CD279	Internal	Lymphocyte B
%TIM3 in CD19	CD366	Internal	Lymphocyte B
%TIM3 in CD19	CD366	Internal	Lymphocyte B
%CTLA4 in CD19	CD152	Internal	Lymphocyte B
%CTLA4 in CD19	CD152	Internal	Lymphocyte B
Median ICOS in CD4	CD278	Internal	Lymphocyte T, CD4-positive
Median ICOS in CD4	CD278	Internal	Lymphocyte T, CD4-positive
Median OX40 in CD4	CD134	Internal	Lymphocyte T, CD4-positive
Median OX40 in CD4	CD134	Internal	Lymphocyte T, CD4-positive
Median 4-1BB in CD4	CD137	Internal	Lymphocyte T, CD4-positive
Median 4-1BB in CD4	CD137	Internal	Lymphocyte T, CD4-positive
Median CD25 in CD4	CD25	Internal	Lymphocyte T, CD4-positive
Median CD25 in CD4	CD25	Internal	Lymphocyte T, CD4-positive
Median PD-1 in CD4	CD279	Internal	Lymphocyte T, CD4-positive
Median PD-1 in CD4	CD279	Internal	Lymphocyte T, CD4-positive
Median TIM3 in CD4	CD366	Internal	Lymphocyte T, CD4-positive
Median TIM3 in CD4	CD366	Internal	Lymphocyte T, CD4-positive
Median CTLA4 in CD4	CD152	Internal	Lymphocyte T, CD4-positive
Median CTLA4 in CD4	CD152	Internal	Lymphocyte T, CD4-positive
Median ICOS in CD8	CD278	Internal	Lymphocyte T, CD8-positive
Median ICOS in CD8	CD278	Internal	Lymphocyte T, CD8-positive
Median ICOS in CD8	CD278	Internal	Lymphocyte T, CD8-positive
Median ICOS in CD8	CD278	Internal	Lymphocyte T, CD8-positive
Median ICOS in CD8	CD278	Internal	Lymphocyte T, CD8-positive
Median ICOS in CD8	CD278	Internal	Lymphocyte T, CD8-positive
Median ICOS in CD8	CD278	Internal	Lymphocyte T, CD8-positive
Median ICOS in CD8	CD278	Internal	Lymphocyte T, CD8-positive
Median OX40 in CD8	CD134	Internal	Lymphocyte T, CD8-positive
Median OX40 in CD8	CD134	Internal	Lymphocyte T, CD8-positive
Median OX40 in CD8	CD134	Internal	Lymphocyte T, CD8-positive
Median OX40 in CD8	CD134	Internal	Lymphocyte T, CD8-positive
Median OX40 in CD8	CD134	Internal	Lymphocyte T, CD8-positive
Median OX40 in CD8	CD134	Internal	Lymphocyte T, CD8-positive
Median OX40 in CD8	CD134	Internal	Lymphocyte T, CD8-positive
Median OX40 in CD8	CD134	Internal	Lymphocyte T, CD8-positive
Median 4-1BB in CD8	CD137	Internal	Lymphocyte T, CD8-positive
Median 4-1BB in CD8	CD137	Internal	Lymphocyte T, CD8-positive
Median 4-1BB in CD8	CD137	Internal	Lymphocyte T, CD8-positive
Median 4-1BB in CD8	CD137	Internal	Lymphocyte T, CD8-positive
Median 4-1BB in CD8	CD137	Internal	Lymphocyte T, CD8-positive
Median 4-1BB in CD8	CD137	Internal	Lymphocyte T, CD8-positive
Median 4-1BB in CD8	CD137	Internal	Lymphocyte T, CD8-positive
Median 4-1BB in CD8	CD137	Internal	Lymphocyte T, CD8-positive
Median CD25 in CD8	CD25	Internal	Lymphocyte T, CD8-positive
Median CD25 in CD8	CD25	Internal	Lymphocyte T, CD8-positive
Median CD25 in CD8	CD25	Internal	Lymphocyte T, CD8-positive
Median CD25 in CD8	CD25	Internal	Lymphocyte T, CD8-positive
Median CD25 in CD8	CD25	Internal	Lymphocyte T, CD8-positive
Median CD25 in CD8	CD25	Internal	Lymphocyte T, CD8-positive
Median CD25 in CD8	CD25	Internal	Lymphocyte T, CD8-positive
Median CD25 in CD8	CD25	Internal	Lymphocyte T, CD8-positive
Median PD-1 in CD8	CD279	Internal	Lymphocyte T, CD8-positive
Median PD-1 in CD8	CD279	Internal	Lymphocyte T, CD8-positive
Median PD-1 in CD8	CD279	Internal	Lymphocyte T, CD8-positive
Median PD-1 in CD8	CD279	Internal	Lymphocyte T, CD8-positive
Median PD-1 in CD8	CD279	Internal	Lymphocyte T, CD8-positive
Median PD-1 in CD8	CD279	Internal	Lymphocyte T, CD8-positive
Median PD-1 in CD8	CD279	Internal	Lymphocyte T, CD8-positive
Median PD-1 in CD8	CD279	Internal	Lymphocyte T, CD8-positive
Median TIM3 in CD8	CD366	Internal	Lymphocyte T, CD8-positive
Median TIM3 in CD8	CD366	Internal	Lymphocyte T, CD8-positive
Median TIM3 in CD8	CD366	Internal	Lymphocyte T, CD8-positive
Median TIM3 in CD8	CD366	Internal	Lymphocyte T, CD8-positive
Median TIM3 in CD8	CD366	Internal	Lymphocyte T, CD8-positive
Median TIM3 in CD8	CD366	Internal	Lymphocyte T, CD8-positive
Median TIM3 in CD8	CD366	Internal	Lymphocyte T, CD8-positive
Median TIM3 in CD8	CD366	Internal	Lymphocyte T, CD8-positive
Median CTLA4 in CD8	CD152	Internal	Lymphocyte T, CD8-positive
Median CTLA4 in CD8	CD152	Internal	Lymphocyte T, CD8-positive
Median CTLA4 in CD8	CD152	Internal	Lymphocyte T, CD8-positive
Median CTLA4 in CD8	CD152	Internal	Lymphocyte T, CD8-positive
Median CTLA4 in CD8	CD152	Internal	Lymphocyte T, CD8-positive
Median CTLA4 in CD8	CD152	Internal	Lymphocyte T, CD8-positive
Median CTLA4 in CD8	CD152	Internal	Lymphocyte T, CD8-positive
Median CTLA4 in CD8	CD152	Internal	Lymphocyte T, CD8-positive
Median ICOS in CD16	CD278	Internal	Natural killer cell
Median ICOS in CD16	CD278	Internal	Natural killer cell
Median ICOS in CD16	CD278	Internal	Natural killer cell
Median ICOS in CD16	CD278	Internal	Natural killer cell
Median ICOS in CD16	CD278	Internal	Natural killer cell
Median ICOS in CD16	CD278	Internal	Natural killer cell
Median ICOS in CD16	CD278	Internal	Natural killer cell
Median ICOS in CD16	CD278	Internal	Natural killer cell
Median OX40 in CD16	CD134	Internal	Natural killer cell
Median OX40 in CD16	CD134	Internal	Natural killer cell
Median OX40 in CD16	CD134	Internal	Natural killer cell
Median OX40 in CD16	CD134	Internal	Natural killer cell
Median OX40 in CD16	CD134	Internal	Natural killer cell
Median OX40 in CD16	CD134	Internal	Natural killer cell
Median OX40 in CD16	CD134	Internal	Natural killer cell
Median OX40 in CD16	CD134	Internal	Natural killer cell
Median 4-1BB in CD16	CD137	Internal	Natural killer cell
Median 4-1BB in CD16	CD137	Internal	Natural killer cell
Median 4-1BB in CD16	CD137	Internal	Natural killer cell
Median 4-1BB in CD16	CD137	Internal	Natural killer cell
Median 4-1BB in CD16	CD137	Internal	Natural killer cell
Median 4-1BB in CD16	CD137	Internal	Natural killer cell
Median 4-1BB in CD16	CD137	Internal	Natural killer cell
Median 4-1BB in CD16	CD137	Internal	Natural killer cell
Median CD25 in CD16	CD25	Internal	Natural killer cell
Median CD25 in CD16	CD25	Internal	Natural killer cell
Median CD25 in CD16	CD25	Internal	Natural killer cell
Median CD25 in CD16	CD25	Internal	Natural killer cell
Median CD25 in CD16	CD25	Internal	Natural killer cell
Median CD25 in CD16	CD25	Internal	Natural killer cell
Median CD25 in CD16	CD25	Internal	Natural killer cell
Median CD25 in CD16	CD25	Internal	Natural killer cell
Median PD-1 in CD16	CD279	Internal	Natural killer cell
Median PD-1 in CD16	CD279	Internal	Natural killer cell
Median PD-1 in CD16	CD279	Internal	Natural killer cell
Median PD-1 in CD16	CD279	Internal	Natural killer cell
Median PD-1 in CD16	CD279	Internal	Natural killer cell
Median PD-1 in CD16	CD279	Internal	Natural killer cell
Median PD-1 in CD16	CD279	Internal	Natural killer cell
Median PD-1 in CD16	CD279	Internal	Natural killer cell
Median TIM3 in CD16	CD366	Internal	Natural killer cell
Median TIM3 in CD16	CD366	Internal	Natural killer cell
Median TIM3 in CD16	CD366	Internal	Natural killer cell
Median TIM3 in CD16	CD366	Internal	Natural killer cell
Median TIM3 in CD16	CD366	Internal	Natural killer cell
Median TIM3 in CD16	CD366	Internal	Natural killer cell
Median TIM3 in CD16	CD366	Internal	Natural killer cell
Median TIM3 in CD16	CD366	Internal	Natural killer cell
Median CTLA4 in CD16	CD152	Internal	Natural killer cell
Median CTLA4 in CD16	CD152	Internal	Natural killer cell
Median CTLA4 in CD16	CD152	Internal	Natural killer cell
Median CTLA4 in CD16	CD152	Internal	Natural killer cell
Median CTLA4 in CD16	CD152	Internal	Natural killer cell
Median CTLA4 in CD16	CD152	Internal	Natural killer cell
Median CTLA4 in CD16	CD152	Internal	Natural killer cell
Median CTLA4 in CD16	CD152	Internal	Natural killer cell
Median ICOS in CD19	CD278	Internal	Lymphocyte B
Median ICOS in CD19	CD278	Internal	Lymphocyte B
Median OX40 in CD19	CD134	Internal	Lymphocyte B
Median OX40 in CD19	CD134	Internal	Lymphocyte B
Median 4-1BB in CD19	CD137	Internal	Lymphocyte B
Median 4-1BB in CD19	CD137	Internal	Lymphocyte B
Median CD25 in CD19	CD25	Internal	Lymphocyte B
Median CD25 in CD19	CD25	Internal	Lymphocyte B
Median PD-1 in CD19	CD279	Internal	Lymphocyte B
Median PD-1 in CD19	CD279	Internal	Lymphocyte B
Median TIM3 in CD19	CD366	Internal	Lymphocyte B
Median TIM3 in CD19	CD366	Internal	Lymphocyte B
Median CTLA4 in CD19	CD152	Internal	Lymphocyte B
Median CTLA4 in CD19	CD152	Internal	Lymphocyte B
Z %EPCAM in CD45-	EPCAM	Internal	Malignant cell
Z %EPCAM in CD45-	EPCAM	Internal	Malignant cell
Z %CD66 in CD45-	CD66	Internal	Malignant cell
Z %CD66 in CD45-	CD66	Internal	Malignant cell
Z Median PDL1 in EpCAM+	CD274	Internal	Malignant cell
Z Median PDL1 in EpCAM+	CD274	Internal	Malignant cell
Z Median PDL1 in CD66+	CD274	Internal	Malignant cell
Z Median PDL1 in CD66+	CD274	Internal	Malignant cell
CD45+ total nr. events	no marker	Internal	Leukocyte
CD45+ total nr. events	no marker	Internal	Leukocyte
CD45+ % of total	no marker	Internal	Leukocyte
CD45+ % of total	no marker	Internal	Leukocyte
Z CD66+ in CD45-	CD66	Internal	Malignant cell
Z CD66+ in CD45-	CD66	Internal	Malignant cell
Z EpCAM+ in CD45-	EPCAM	Internal	Malignant cell
Z EpCAM+ in CD45-	EPCAM	Internal	Malignant cell
Z Median PD-L1 in CD45-	CD274	Internal	Malignant cell
Z Median PD-L1 in CD45-	CD274	Internal	Malignant cell
% CD14+ in CD45+	no marker	Internal	Monocyte
% CD25+ in CD14+	CD25	Internal	Monocyte
% CD25+ in CD4+	CD25	Internal	Lymphocyte T, CD4-positive
% CD25+ in CD8+	CD25	Internal	Lymphocyte T, CD8-positive
% CD25+ in CD8+	CD25	Internal	Lymphocyte T, CD8-positive
% CD25+ in CD8+	CD25	Internal	Lymphocyte T, CD8-positive
% CD25+ in CD8+	CD25	Internal	Lymphocyte T, CD8-positive
% CD3+ in CD45+	no marker	Internal	Lymphocyte T
% CD4+ in T-cells	no marker	Internal	Lymphocyte T, CD4-positive
% CD8+ in T-cells	no marker	Internal	Lymphocyte T, CD8-positive
% CD8+ in T-cells	no marker	Internal	Lymphocyte T, CD8-positive
% CD8+ in T-cells	no marker	Internal	Lymphocyte T, CD8-positive
% CD8+ in T-cells	no marker	Internal	Lymphocyte T, CD8-positive
CD25 in CD14+	CD25	Internal	Monocyte
CD25 in CD4+	CD25	Internal	Lymphocyte T, CD4-positive
CD25 in CD8+	CD25	Internal	Lymphocyte T, CD8-positive
CD25 in CD8+	CD25	Internal	Lymphocyte T, CD8-positive
CD25 in CD8+	CD25	Internal	Lymphocyte T, CD8-positive
CD25 in CD8+	CD25	Internal	Lymphocyte T, CD8-positive
PD-L1 in CD14+	CD274	Internal	Monocyte
PD-L1 in CD4+	CD274	Internal	Lymphocyte T, CD4-positive
PD-L1 in CD8+	CD274	Internal	Lymphocyte T, CD8-positive
PD-L1 in CD8+	CD274	Internal	Lymphocyte T, CD8-positive
PD-L1 in CD8+	CD274	Internal	Lymphocyte T, CD8-positive
PD-L1 in CD8+	CD274	Internal	Lymphocyte T, CD8-positive
10k Ly CD3%-CC-CL	no marker	Laboratory 2	Lymphocyte T
10K Ly CD3Abs-CC-CL	no marker	Laboratory 2	Lymphocyte T
10K Ly CD4%-CC-CL	no marker	Laboratory 2	Lymphocyte T, CD4-positive
10K Ly CD4Abs-CC-CL	no marker	Laboratory 2	Lymphocyte T, CD4-positive
10K Ly CD8%-CC-CL	no marker	Laboratory 2	Lymphocyte T, CD8-positive
10K Ly CD8%-CC-CL	no marker	Laboratory 2	Lymphocyte T, CD8-positive
10K Ly CD8%-CC-CL	no marker	Laboratory 2	Lymphocyte T, CD8-positive
10K Ly CD8%-CC-CL	no marker	Laboratory 2	Lymphocyte T, CD8-positive
10K Ly CD8Abs-CC-CL	no marker	Laboratory 2	Lymphocyte T, CD8-positive
10K Ly CD8Abs-CC-CL	no marker	Laboratory 2	Lymphocyte T, CD8-positive
10K Ly CD8Abs-CC-CL	no marker	Laboratory 2	Lymphocyte T, CD8-positive
10K Ly CD8Abs-CC-CL	no marker	Laboratory 2	Lymphocyte T, CD8-positive
CD45+ Lymph/Mono ABS	no marker	Laboratory 1	Leukocyte
CD45+ Lymph/Mono ABS	no marker	Laboratory 1	Leukocyte
Lin-DR+14+16- (%Lymph/Mono)	no marker	Laboratory 1	Classical monocyte
Lin-DR+14+16- (%Lymph/Mono)	no marker	Laboratory 1	Classical monocyte
Lin-DR+14+16- ABS	no marker	Laboratory 1	Classical monocyte
Lin-DR+14+16- ABS	no marker	Laboratory 1	Classical monocyte
Lin-DR+14+16- CD197_PE-Cy7 MFI	CD197	Laboratory 1	Classical monocyte
Lin-DR+14+16- CD80_PE MFI	CD80	Laboratory 1	Classical monocyte
Lin-DR+14+16- CD80_PE MFI	CD80	Laboratory 1	Classical monocyte
Lin-DR+14+16- CD86_APC MFI	CD86	Laboratory 1	Classical monocyte
Lin-DR+14+16- CD86_APC MFI	CD86	Laboratory 1	Classical monocyte
Lin-DR+14+16- HLA-DR_FITC MFI	HLA-DR	Laboratory 1	Classical monocyte
Lin-DR+14+16- HLA-DR_FITC MFI	HLA-DR	Laboratory 1	Classical monocyte
Lin-DR+14+16-CD197+ (%cMono)	CD197	Laboratory 1	Classical monocyte
Lin-DR+14+16-CD197+ ABS	CD197	Laboratory 1	Classical monocyte
Lin-DR+14+16-CD80+ (%cMono)	CD80	Laboratory 1	Classical monocyte
Lin-DR+14+16-CD80+ (%cMono)	CD80	Laboratory 1	Classical monocyte
Lin-DR+14+16-CD80+ ABS	CD80	Laboratory 1	Classical monocyte
Lin-DR+14+16-CD80+ ABS	CD80	Laboratory 1	Classical monocyte
Lin-DR+14+16-CD86+ (%cMono)	CD86	Laboratory 1	Classical monocyte
Lin-DR+14+16-CD86+ (%cMono)	CD86	Laboratory 1	Classical monocyte
Lin-DR+14+16-CD86+ ABS	CD86	Laboratory 1	Classical monocyte
Lin-DR+14+16-CD86+ ABS	CD86	Laboratory 1	Classical monocyte
Lin-DR+14-11c+123- (%Lymph/Mono)	no marker	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123- (%Lymph/Mono)	no marker	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123- ABS	no marker	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123- ABS	no marker	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123- CD197_PE-Cy7 MFI	CD197	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123- CD80_PE MFI	CD80	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123- CD80_PE MFI	CD80	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123- CD86_APC MFI	CD86	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123- CD86_APC MFI	CD86	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123- HLA-DR_FITC MFI	HLA-DR	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123- HLA-DR_FITC MFI	HLA-DR	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16- (%Lymph/Mono)	no marker	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16- (%Lymph/Mono)	no marker	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16- ABS	no marker	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16- ABS	no marker	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16- CD197_PE-Cy7 MFI	CD197	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16- CD80_PE MFI	CD80	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16- CD80_PE MFI	CD80	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16- CD86_APC MFI	CD86	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16- CD86_APC MFI	CD86	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16- HLA-DR_FITC MFI	HLA-DR	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16- HLA-DR_FITC MFI	HLA-DR	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16+ (%Lymph/Mono)	no marker	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+ (%Lymph/Mono)	no marker	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+ ABS	no marker	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+ ABS	no marker	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+ CD16_BV605 MFI	CD16	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123- CD16_BV605 MFI	CD16	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+ CD197_PE-Cy7 MFI	CD197	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+ CD80_PE MFI	CD80	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+ CD80_PE MFI	CD80	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+ CD86_APC MFI	CD86	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+ CD86_APC MFI	CD86	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+ HLA-DR_FITC MFI	HLA-DR	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+ HLA-DR_FITC MFI	HLA-DR	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+CD197+ (%CD16+mDC)	CD197	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+CD197+ ABS	CD197	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+CD80+ (%CD16+mDC)	CD80	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+CD80+ (%CD16+mDC)	CD80	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+CD80+ ABS	CD80	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+CD80+ ABS	CD80	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+CD86+ (%CD16+mDC)	CD86	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+CD86+ (%CD16+mDC)	CD86	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+CD86+ ABS	CD86	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16+CD86+ ABS	CD86	Laboratory 1	Myeloid dendritic cell/Non classical monocyte
Lin-DR+14-11c+123-16-CD197+ (%CD16-mDC)	CD197	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16-CD197+ ABS	CD197	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16-CD80+ (%CD16-mDC)	CD80	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16-CD80+ (%CD16-mDC)	CD80	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16-CD80+ ABS	CD80	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16-CD80+ ABS	CD80	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16-CD86+ (%CD16-mDC)	CD86	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16-CD86+ (%CD16-mDC)	CD86	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16-CD86+ ABS	CD86	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-16-CD86+ ABS	CD86	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-CD197+ (%mDC)	CD197	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-CD197+ ABS	CD197	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-CD80+ (%mDC)	CD80	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-CD80+ (%mDC)	CD80	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-CD80+ ABS	CD80	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-CD80+ ABS	CD80	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-CD86+ (%mDC)	CD86	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-CD86+ (%mDC)	CD86	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-CD86+ ABS	CD86	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-11c+123-CD86+ ABS	CD86	Laboratory 1	Myeloid dendritic cell
Lin-DR+14-123+11c- (%Lymph/Mono)	no marker	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c- (%Lymph/Mono)	no marker	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c- ABS	no marker	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c- ABS	no marker	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c- CD197_PE-Cy7 MFI	CD197	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c- CD80_PE MFI	CD80	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c- CD80_PE MFI	CD80	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c- CD86_APC MFI	CD86	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c- CD86_APC MFI	CD86	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c- HLA-DR_FITC MFI	HLA-DR	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c- HLA-DR_FITC MFI	HLA-DR	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c-CD197+ (%pDC)	CD197	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c-CD80+ (%pDC)	CD80	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c-CD80+ (%pDC)	CD80	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c-CD80+ ABS	CD80	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c-CD80+ ABS	CD80	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c-CD86+ (%pDC)	CD86	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c-CD86+ (%pDC)	CD86	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c-CD86+ ABS	CD86	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+11c-CD86+ ABS	CD86	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+14-123+CD11c-CD197+ ABS	CD197	Laboratory 1	Plasmacytoid dendritic cell
Lin-DR+16+14- (%Lymph/Mono)	no marker	Laboratory 1	Non classical monocyte
Lin-DR+16+14- (%Lymph/Mono)	no marker	Laboratory 1	Non classical monocyte
Lin-DR+16+14- ABS	no marker	Laboratory 1	Non classical monocyte
